Policy_ID,Exposure,Driver_Age,Vehicle_Age,NCD,Region,Vehicle_Power,Claim_Count,Claim_Cost
POL002411,1.0,78,19,3,Rural,Medium,0,0.0
POL002412,0.5754910387511173,66,14,0,Suburban,High,0,0.0
POL002413,0.6164994357971473,81,0,4,Suburban,Medium,0,0.0
POL002414,1.0,37,9,1,Urban,Medium,0,0.0
POL002415,0.8542990621651296,62,6,2,Suburban,Medium,0,0.0
POL002416,0.9102952550479047,34,11,5,Urban,Medium,0,0.0
POL002417,0.8681178432800994,83,13,4,Suburban,Medium,0,0.0
POL002418,0.8781391841856289,39,0,5,Rural,Low,0,0.0
POL002419,0.5347055743377834,67,9,4,Suburban,Low,0,0.0
POL002420,1.0,42,5,4,Rural,Medium,0,0.0
POL002421,1.0,19,17,5,Urban,Low,0,0.0
POL002422,0.7541218511863945,60,12,5,Urban,Medium,0,0.0
POL002423,0.7913046100372275,34,2,1,Urban,Medium,0,0.0
POL002424,0.4937784994888556,37,4,2,Urban,Low,0,0.0
POL002425,0.9028509512035671,54,13,0,Rural,Low,0,0.0
POL002426,0.9144114883428289,69,2,5,Suburban,Low,0,0.0
POL002427,0.7875617966001378,43,5,2,Urban,Low,0,0.0
POL002428,1.0,42,16,0,Rural,High,0,0.0
POL002429,0.7331845538040119,81,12,1,Suburban,,0,0.0
POL002430,0.9129211851787201,48,17,4,Urban,Medium,0,0.0
POL002431,0.5960671322615769,47,12,0,Suburban,Medium,0,0.0
POL002432,0.7952895698251524,27,11,4,Rural,High,0,0.0
POL002433,0.7651291484194329,55,15,4,Suburban,Low,1,2631.800905937029
POL002434,0.8450615844081883,45,16,2,Suburban,Low,0,0.0
POL002435,0.7260946142333283,41,2,1,Rural,Low,0,0.0
POL002436,0.7737054808656665,46,14,4,Urban,Medium,0,0.0
POL002437,0.9652094342883013,34,16,1,Rural,Medium,0,0.0
POL002438,0.7126471525523566,81,9,4,Urban,Low,0,0.0
POL002439,0.47868457985226415,48,15,4,Urban,Low,0,0.0
POL002440,1.0,74,0,1,Urban,Medium,0,0.0
POL002441,1.0,37,3,2,Suburban,Low,1,2076.475237091296
POL002442,0.5415474609788763,63,15,1,Suburban,Medium,0,0.0
POL002443,0.9379415610490389,19,8,2,Suburban,Medium,0,0.0
POL002444,0.6994050458897314,67,7,2,Suburban,High,0,0.0
POL002445,0.852697443066212,77,9,0,Urban,Low,0,0.0
POL002446,0.8588448258026988,58,6,5,Rural,Medium,0,0.0
POL002447,0.7531184399367357,34,0,1,Rural,Medium,0,0.0
POL002448,0.6432468668827207,27,1,2,Suburban,High,0,0.0
POL002449,0.6618917895367482,84,3,4,Urban,,0,0.0
POL002450,0.6167616169037515,59,16,1,Urban,Medium,0,0.0
POL002451,0.633635558353911,33,5,1,Suburban,Low,0,0.0
POL002452,0.786564341990129,55,0,2,Suburban,High,0,0.0
POL002453,0.6568480021778497,31,18,3,Urban,High,0,0.0
POL002454,0.936410413142524,53,18,0,Urban,Low,0,0.0
POL002455,1.0,30,0,2,Suburban,Low,0,0.0
POL002456,0.6839893517259914,76,11,0,Urban,Medium,0,0.0
POL002457,0.8478809001070755,44,4,5,Urban,Medium,0,0.0
POL002458,0.8999370220605868,25,7,3,Urban,Medium,0,0.0
POL002459,0.8944004541838549,70,11,0,Suburban,Low,0,0.0
POL002460,0.8151910535832175,22,11,5,Urban,Low,0,0.0
POL002461,0.9485364836719445,22,16,0,Urban,Medium,0,0.0
POL002462,0.8964497905361315,65,9,3,Urban,Medium,0,0.0
POL002463,0.5524675155345404,41,3,3,Urban,Low,0,0.0
POL002464,0.9738312128778547,59,1,4,Rural,Low,0,0.0
POL002465,0.9774581674533485,26,6,0,Suburban,Low,1,1847.640640383853
POL002466,0.6473427791642837,81,5,3,Rural,Low,0,0.0
POL002467,0.8075875670895204,28,0,4,Urban,Low,0,0.0
POL002468,0.936665798562214,26,17,3,Rural,Low,0,0.0
POL002469,0.7581372360841278,78,5,1,Suburban,Low,0,0.0
POL002470,1.0,72,15,1,Rural,Low,0,0.0
POL002471,1.0,42,7,5,Urban,Medium,1,3322.586150555984
POL002472,0.6428027934730036,73,0,3,Suburban,Medium,0,0.0
POL002473,0.5237910793692451,44,12,2,Suburban,Medium,0,0.0
POL002474,0.8607637191209752,40,3,3,Suburban,High,0,0.0
POL002475,0.9443125010252288,57,5,3,Suburban,Medium,0,0.0
POL002476,0.7538267252310462,75,11,4,Urban,Medium,0,0.0
POL002477,1.0,53,19,2,Urban,Low,0,0.0
POL002478,0.5322788400553502,49,19,2,Urban,High,0,0.0
POL002479,0.9385837246063222,40,17,1,Urban,High,0,0.0
POL002480,0.6788278358482214,57,1,2,Urban,Low,0,0.0
POL002481,1.0,65,7,5,Rural,High,0,0.0
POL002482,1.0,41,8,2,Urban,High,0,0.0
POL002483,0.6466686824433304,56,16,3,Urban,Low,0,0.0
POL002484,0.690088572818284,57,3,2,Urban,Medium,0,0.0
POL002485,0.9719175773959604,46,14,2,Suburban,Medium,0,0.0
POL002486,0.7225738700420972,62,4,4,Urban,Medium,0,0.0
POL002487,0.7909177564135524,51,18,0,Rural,Medium,0,0.0
POL002488,0.8050776841084821,32,12,4,Urban,Medium,0,0.0
POL002489,0.41606536876046873,19,4,5,Suburban,Low,0,0.0
POL002490,0.7972324507811526,18,19,4,Urban,Medium,0,0.0
POL002491,0.6620544451871653,71,2,3,Urban,Medium,1,9250.1858312279
POL002492,0.7013754355200457,19,10,0,Suburban,Medium,0,0.0
POL002493,1.0,53,3,3,Urban,Medium,0,0.0
POL002494,0.5486986211441487,45,0,1,Urban,Medium,0,0.0
POL002495,0.9626410373495955,37,19,0,Urban,Medium,1,3877.1862778651084
POL002496,0.7442074139336383,54,14,1,Rural,High,0,0.0
POL002497,0.7440479663008331,76,19,2,Suburban,Medium,0,0.0
POL002498,0.9580743792103423,61,19,2,Suburban,Medium,0,0.0
POL002499,0.8680102589137781,29,17,4,Suburban,High,0,0.0
POL002500,0.9141225994439063,49,1,2,Suburban,Low,0,0.0
POL002501,0.9936369321065723,55,0,1,Suburban,Medium,0,0.0
POL002502,0.7337383233633354,48,2,1,Rural,Low,0,0.0
POL002503,0.6775526530984499,35,14,0,Urban,Low,0,0.0
POL002504,0.5829698946884404,46,18,5,Suburban,Medium,0,0.0
POL002505,0.6349178940042091,68,11,0,Suburban,Low,0,0.0
POL002506,1.0,46,10,2,Suburban,Medium,0,0.0
POL002507,1.0,80,10,3,Suburban,Low,0,0.0
POL002508,0.5297851267583957,37,19,3,Rural,Low,0,0.0
POL002509,0.535508408651286,48,17,3,Suburban,Medium,0,0.0
POL002510,0.8963732123436984,48,0,3,Urban,Low,0,0.0
POL002511,0.9094529594755935,75,9,3,Urban,Low,0,0.0
POL002512,0.9097767670634729,24,8,2,Rural,Medium,0,0.0
POL002513,0.7490088412892605,29,19,1,Rural,Low,0,0.0
POL002514,0.77490914799942,78,17,4,Urban,Medium,0,0.0
POL002515,0.8655759048318715,60,4,0,Urban,High,0,0.0
POL002516,0.8171786012586661,66,17,1,Urban,Low,0,0.0
POL002517,0.356139925450493,57,10,4,Urban,Low,0,0.0
POL002518,0.7540400738849613,49,12,0,Urban,Medium,0,0.0
POL002519,0.6297187131479374,80,15,2,Rural,High,0,0.0
POL002520,0.8350422837817024,32,1,4,Urban,Medium,0,0.0
POL002521,1.0,29,4,3,Rural,Low,0,0.0
POL002522,0.873496333094861,43,18,0,Urban,Medium,0,0.0
POL002523,0.7372940627655205,47,8,3,Rural,Medium,0,0.0
POL002524,0.9843603003954505,47,11,1,Urban,Low,0,0.0
POL002525,0.8965375774418426,79,16,2,Urban,Low,0,0.0
POL002526,0.8840188980903683,60,7,3,Suburban,Low,0,0.0
POL002527,0.9213701186431342,39,2,3,Rural,Medium,0,0.0
POL002528,1.0,34,7,0,Suburban,Medium,0,0.0
POL002529,0.5738223129348169,40,15,3,Urban,Medium,0,0.0
POL002530,0.8947264153622909,42,9,1,Suburban,Medium,0,0.0
POL002531,0.6147237740036924,54,17,5,Rural,Low,0,0.0
POL002532,0.9111025292684497,74,18,3,Urban,Medium,0,0.0
POL002533,0.6162626977027812,39,1,5,Urban,Low,0,0.0
POL002534,0.7165266372789831,21,12,1,Urban,Low,0,0.0
POL002535,0.7409820171524187,75,5,2,Suburban,High,0,0.0
POL002536,0.9951633438689419,61,14,5,Urban,Medium,0,0.0
POL002537,0.9836908887884828,34,15,2,Rural,Low,1,4200.351113549348
POL002538,0.5508565247107231,35,9,3,Rural,,0,0.0
POL002539,0.8109868221999698,70,12,0,Rural,Low,0,0.0
POL002540,0.6580840290501655,36,3,2,Urban,Low,0,0.0
POL002541,0.5482990178649332,78,10,3,Urban,Low,0,0.0
POL002542,0.7565965899151259,74,15,5,Rural,High,0,0.0
POL002543,0.7383034423088362,61,10,2,Rural,Low,0,0.0
POL002544,1.0,36,12,2,Urban,Medium,0,0.0
POL002545,0.8865919650721392,42,15,2,Suburban,High,1,13395.943258453368
POL002546,0.5244764998491526,54,10,4,Suburban,Medium,0,0.0
POL002547,0.6870451991658115,35,8,3,Suburban,High,0,0.0
POL002548,1.0,75,15,1,Rural,Medium,0,0.0
POL002549,1.0,29,16,3,Urban,Low,0,0.0
POL002550,0.48280333755240834,49,16,2,Urban,Low,0,0.0
POL002551,0.424015122972191,43,8,2,Suburban,High,0,0.0
POL002552,1.0,43,4,3,Suburban,Medium,1,1387.8697369709027
POL002553,0.8779228354741808,64,0,4,Rural,Low,0,0.0
POL002554,0.6263414536247267,59,1,2,Rural,Medium,0,0.0
POL002555,0.9069258172244872,68,18,0,Suburban,High,0,0.0
POL002556,0.2728504521966245,58,13,5,Rural,Medium,0,0.0
POL002557,0.8006751013194322,82,7,2,Urban,Low,0,0.0
POL002558,0.8655642345686171,78,3,0,Urban,Medium,0,0.0
POL002559,0.984854027907566,52,16,3,Rural,,0,0.0
POL002560,0.5972208095414925,39,7,4,Suburban,Low,0,0.0
POL002561,0.8171374322806718,57,16,4,Suburban,,0,0.0
POL002562,0.6149150747880826,71,17,0,Rural,Medium,1,202.59508550287654
POL002563,0.8510767511348635,54,7,2,Urban,Low,0,0.0
POL002564,0.6209307355273952,61,13,2,Urban,High,0,0.0
POL002565,0.718379832167956,46,12,4,Urban,High,0,0.0
POL002566,0.6008369210419542,29,16,0,Rural,Low,0,0.0
POL002567,0.9302272483647315,38,1,4,Urban,,0,0.0
POL002568,0.9716902233313331,57,7,0,Rural,High,0,0.0
POL002569,0.7530758860085173,47,10,2,Suburban,Medium,0,0.0
POL002570,0.8076475989920057,81,3,4,Rural,Medium,0,0.0
POL002571,0.5102817170732912,58,2,0,Urban,Low,0,0.0
POL002572,0.7400646703986427,64,7,0,Rural,,0,0.0
POL002573,0.7899590765916511,21,6,3,Urban,Medium,0,0.0
POL002574,1.0,45,19,5,Urban,Low,0,0.0
POL002575,0.5776065948451673,65,15,0,Urban,Low,0,0.0
POL002576,1.0,74,9,0,Rural,Medium,0,0.0
POL002577,0.9993717546931616,33,4,1,Rural,Medium,0,0.0
POL002578,0.8561272808980274,29,5,4,Rural,High,0,0.0
POL002579,1.0,72,2,4,Urban,Low,1,1661.4526037758803
POL002580,0.8744210945213726,53,7,2,Urban,Low,1,1230.334561996369
POL002581,0.8778318391335858,32,10,1,Suburban,Low,0,0.0
POL002582,0.789375869396491,36,17,0,Suburban,Medium,0,0.0
POL002583,1.0,35,16,0,Urban,Low,0,0.0
POL002584,1.0,45,12,1,Suburban,Medium,0,0.0
POL002585,0.6748645425007576,73,13,2,Urban,Medium,0,0.0
POL002586,0.5361505610802466,40,9,2,Urban,Medium,0,0.0
POL002587,0.7594038725208686,28,16,5,Suburban,Medium,0,0.0
POL002588,0.6399922871204707,60,16,5,Urban,Low,0,0.0
POL002589,0.787295085076929,62,10,5,Urban,High,0,0.0
POL002590,1.0,56,16,2,Urban,High,0,0.0
POL002591,0.708539668982642,41,8,0,Rural,Medium,0,0.0
POL002592,0.7914353237376851,62,18,2,Urban,Medium,0,0.0
POL002593,0.811604546961679,53,1,2,Rural,Medium,0,0.0
POL002594,0.9696861764410569,21,2,2,Rural,High,0,0.0
POL002595,0.350622133203079,82,17,0,Rural,Medium,0,0.0
POL002596,0.6786599410469407,73,15,0,Suburban,Low,0,0.0
POL002597,0.8422567384558945,28,1,0,Suburban,Low,0,0.0
POL002598,1.0,42,16,1,Suburban,High,0,0.0
POL002599,0.701619510498759,67,3,3,Urban,,0,0.0
POL002600,0.42468945879162523,69,19,5,Rural,Low,0,0.0
POL002601,0.9239422891932273,23,16,2,Urban,High,0,0.0
POL002602,0.6729275222348742,63,17,3,Suburban,High,0,0.0
POL002603,0.5620666681819277,32,18,5,Suburban,Medium,0,0.0
POL002604,0.6751309220573553,78,16,5,Urban,Medium,0,0.0
POL002605,0.7630949284688301,50,9,2,Urban,High,0,0.0
POL002606,0.6790510670923575,29,2,1,Urban,Low,0,0.0
POL002607,0.3588867885801862,48,5,3,Suburban,Low,0,0.0
POL002608,0.9794132393774265,51,17,1,Rural,Low,0,0.0
POL002609,1.0,49,6,0,Rural,Low,0,0.0
POL002610,0.9303043982679012,40,15,5,Urban,Medium,0,0.0
POL002611,0.5724628659150367,57,5,1,Urban,High,0,0.0
POL002612,0.7597016932104964,83,12,0,Urban,,0,0.0
POL002613,0.7986957369541084,48,16,5,Suburban,Low,0,0.0
POL002614,0.9197588779123821,29,9,3,Rural,Low,0,0.0
POL002615,0.9336680977436163,59,1,0,Urban,Medium,0,0.0
POL002616,0.6531652402443009,37,19,0,Urban,Medium,0,0.0
POL002617,0.8163991112827121,31,2,2,Urban,Low,0,0.0
POL002618,0.8914560809230483,77,18,5,Suburban,Medium,0,0.0
POL002619,1.0,19,10,5,Rural,Low,0,0.0
POL002620,0.9409013079649446,48,9,2,Suburban,Low,0,0.0
POL002621,0.9578113374751038,72,3,0,Suburban,Medium,1,5406.5769365562755
POL002622,0.8167653255858722,52,5,5,Urban,Medium,0,0.0
POL002623,1.0,44,10,3,Suburban,Low,0,0.0
POL002624,0.8819525591918995,22,2,3,Rural,Medium,0,0.0
POL002625,0.627782417965286,68,15,5,Suburban,High,0,0.0
POL002626,1.0,33,0,1,Urban,Medium,0,0.0
POL002627,0.9395806545078056,57,16,5,Urban,Low,0,0.0
POL002628,0.7113911957743035,61,2,4,Urban,,0,0.0
POL002629,0.7041014065201514,58,16,0,Suburban,Low,0,0.0
POL002630,0.8593151090281524,33,9,2,Rural,Medium,0,0.0
POL002631,0.892636959053517,59,4,5,Urban,Low,0,0.0
POL002632,0.8394584531262413,37,18,3,Suburban,Low,0,0.0
POL002633,0.862261734688577,79,19,3,Urban,Low,0,0.0
POL002634,1.0,45,4,3,Suburban,High,0,0.0
POL002635,1.0,77,2,3,Urban,Low,0,0.0
POL002636,0.8381271182530049,58,6,3,Suburban,Low,0,0.0
POL002637,0.9882621161534967,18,15,1,Urban,Low,0,0.0
POL002638,0.5934952192944921,33,18,4,Urban,,0,0.0
POL002639,0.8795854099893619,21,14,0,Suburban,Low,0,0.0
POL002640,1.0,71,18,4,Suburban,Low,0,0.0
POL002641,0.7563908209215253,46,10,0,Urban,Low,0,0.0
POL002642,0.6304732142761831,83,15,3,Suburban,High,1,5924.957414336481
POL002643,0.6695822222813879,41,8,1,Rural,,0,0.0
POL002644,0.5820733925315223,58,19,2,Urban,Low,0,0.0
POL002645,0.6430476183744593,80,11,3,Urban,Medium,0,0.0
POL002646,0.7258983802819943,73,11,4,Urban,Low,0,0.0
POL002647,0.5188865961642717,31,13,0,Urban,Medium,0,0.0
POL002648,0.8031236667899206,70,6,3,Urban,Low,0,0.0
POL002649,0.9804554347573295,61,1,2,Urban,Medium,0,0.0
POL002650,0.618448763970616,60,18,5,Rural,Low,0,0.0
POL002651,1.0,18,18,3,Urban,Low,0,0.0
POL002652,0.902158417705519,28,18,4,Urban,Low,0,0.0
POL002653,1.0,37,13,1,Urban,Low,0,0.0
POL002654,0.6684330892295727,38,18,4,Suburban,Low,0,0.0
POL002655,0.9709050454133232,37,5,2,Urban,,0,0.0
POL002656,0.5816132199209374,34,13,0,Urban,Medium,0,0.0
POL002657,0.9780495001673017,80,13,0,Suburban,Medium,0,0.0
POL002658,0.8343678679587063,22,15,2,Urban,Low,0,0.0
POL002659,0.9106502439969568,63,6,1,Rural,Medium,0,0.0
POL002660,0.5648810788750297,69,16,5,Suburban,Low,0,0.0
POL002661,0.6209860315446791,53,7,5,Urban,Low,1,3382.397789040837
POL002662,0.919445643650677,66,5,0,Urban,High,0,0.0
POL002663,0.6103303991551599,55,6,3,Urban,Medium,0,0.0
POL002664,0.8926412584198247,44,10,5,Urban,Low,0,0.0
POL002665,0.5265724387079509,67,6,3,Rural,Medium,0,0.0
POL002666,0.9696348425333337,60,13,0,Urban,Low,0,0.0
POL002667,0.5534953370462983,26,16,2,Urban,Low,0,0.0
POL002668,0.9104599875359047,82,0,5,Urban,Medium,0,0.0
POL002669,0.9251261867292002,47,9,2,Suburban,Medium,1,21.143422833688764
POL002670,0.660645636314085,32,7,4,Rural,Low,0,0.0
POL002671,0.9164053134169454,49,15,3,Urban,Low,0,0.0
POL002672,0.8520884526667112,21,5,0,Urban,Medium,0,0.0
POL002673,0.6922316287614524,77,1,3,Rural,,0,0.0
POL002674,0.5982890631847584,72,5,1,Suburban,High,0,0.0
POL002675,0.4074748616654842,51,13,2,Urban,Low,0,0.0
POL002676,0.8699300094599388,78,11,1,Suburban,High,0,0.0
POL002677,0.487039445727589,55,19,5,Rural,Low,0,0.0
POL002678,0.8190688398882617,68,18,5,Urban,High,0,0.0
POL002679,0.7473103567835502,75,12,2,Rural,Low,0,0.0
POL002680,0.9358285550876392,42,13,2,Urban,Medium,0,0.0
POL002681,0.7395909001020272,28,15,1,Urban,High,0,0.0
POL002682,0.7341104427305818,25,8,3,Urban,High,0,0.0
POL002683,0.9463741408576591,51,19,3,Rural,Low,0,0.0
POL002684,0.8670116058168236,44,9,4,Urban,Medium,0,0.0
POL002685,0.8632311914365557,39,9,5,Rural,Low,0,0.0
POL002686,0.8938535179617053,79,11,0,Urban,Low,0,0.0
POL002687,0.49288557535857885,56,11,1,Rural,Medium,0,0.0
POL002688,0.9513577359973965,39,18,3,Urban,Medium,0,0.0
POL002689,0.9224937588027206,48,15,1,Suburban,High,0,0.0
POL002690,0.5966633742847006,51,12,0,Urban,Medium,0,0.0
POL002691,0.7511839052651598,76,12,5,Suburban,Low,0,0.0
POL002692,0.7921385424744738,25,5,1,Urban,Low,0,0.0
POL002693,0.7731006431196535,70,7,5,Suburban,Medium,0,0.0
POL002694,0.866771993313707,71,14,5,Urban,High,0,0.0
POL002695,1.0,35,17,3,Suburban,Medium,0,0.0
POL002696,1.0,25,13,0,Rural,High,0,0.0
POL002697,0.5375561613137187,24,4,3,Suburban,Low,0,0.0
POL002698,0.9244139980612098,24,11,3,Urban,Medium,0,0.0
POL002699,1.0,27,7,5,Urban,Medium,0,0.0
POL002700,0.8773617041378405,53,18,2,Suburban,Low,0,0.0
POL002701,1.0,79,17,4,Urban,High,0,0.0
POL002702,1.0,68,8,3,Urban,Low,0,0.0
POL002703,1.0,48,18,4,Suburban,Low,0,0.0
POL002704,0.8498617191283458,27,17,2,Rural,Low,0,0.0
POL002705,1.0,52,14,3,Urban,Low,0,0.0
POL002706,0.8289775666193783,46,17,1,Urban,Medium,0,0.0
POL002707,0.8047806086569912,66,3,4,Rural,Low,0,0.0
POL002708,0.7297171528572536,48,3,3,Rural,,0,0.0
POL002709,1.0,34,9,0,Suburban,Low,0,0.0
POL002710,0.6363142668115997,54,15,1,Rural,Medium,0,0.0
POL002711,1.0,45,4,5,Urban,Medium,0,0.0
POL002712,0.8999728247480743,55,12,1,Urban,High,0,0.0
POL002713,0.5201387650396117,27,2,0,Urban,Medium,0,0.0
POL002714,0.8735298585982844,45,3,4,Suburban,Medium,0,0.0
POL002715,0.3799946984696752,24,0,1,Urban,High,0,0.0
POL002716,0.9251016033662072,19,9,1,Suburban,High,0,0.0
POL002717,0.9770462965977983,74,7,4,Suburban,Low,0,0.0
POL002718,0.6815288088695893,27,6,3,Suburban,High,0,0.0
POL002719,0.8247095391911166,31,14,2,Urban,Low,0,0.0
POL002720,1.0,49,17,0,Urban,High,0,0.0
POL002721,0.6988506591476127,70,2,5,Urban,Medium,0,0.0
POL002722,0.5882184825886799,20,15,1,Suburban,Low,0,0.0
POL002723,1.0,65,10,4,Rural,Low,0,0.0
POL002724,1.0,25,12,3,Urban,Low,0,0.0
POL002725,0.8007391343695696,26,2,3,Urban,Medium,0,0.0
POL002726,1.0,33,13,0,Urban,Low,0,0.0
POL002727,1.0,48,13,3,Urban,Low,0,0.0
POL002728,0.6515031534923232,22,16,2,Urban,Medium,0,0.0
POL002729,0.7029388329264263,56,4,5,Suburban,Low,0,0.0
POL002730,1.0,33,15,3,Urban,Low,0,0.0
POL002731,1.0,81,1,5,Urban,Medium,0,0.0
POL002732,0.9125761720348711,64,18,3,Suburban,Low,0,0.0
POL002733,0.6240371292995892,76,9,0,Rural,Medium,0,0.0
POL002734,1.0,37,1,1,Suburban,Low,0,0.0
POL002735,0.6938058204376072,38,1,0,Urban,Medium,0,0.0
POL002736,0.7329724437657097,70,19,0,Urban,High,0,0.0
POL002737,0.8684675668979244,71,16,3,Urban,High,0,0.0
POL002738,1.0,66,5,0,Rural,Low,0,0.0
POL002739,0.9707951953104448,33,7,2,Rural,Low,0,0.0
POL002740,0.8829731000723822,33,4,5,Suburban,Low,0,0.0
POL002741,0.8926577060236213,40,1,2,Rural,,0,0.0
POL002742,0.8087029337286933,54,9,3,Urban,High,0,0.0
POL002743,0.9116279029037013,41,4,2,Urban,Low,0,0.0
POL002744,0.2940879844611394,78,11,5,Suburban,Low,0,0.0
POL002745,0.7406785081860404,25,16,2,Suburban,Medium,0,0.0
POL002746,0.8482643869833563,46,2,2,Urban,Medium,0,0.0
POL002747,0.5697971832760986,27,1,5,Urban,High,0,0.0
POL002748,0.877264663562312,73,0,1,Urban,Low,0,0.0
POL002749,0.7591057558027757,39,19,3,Suburban,Low,0,0.0
POL002750,1.0,27,14,2,Urban,Medium,0,0.0
POL002751,1.0,37,3,4,Urban,High,0,0.0
POL002752,0.7068388861763675,68,3,0,Rural,Low,0,0.0
POL002753,0.769832457686661,27,19,2,Urban,Low,0,0.0
POL002754,0.7852104868783215,58,6,2,Urban,High,0,0.0
POL002755,0.7096681047680755,57,7,2,Urban,Low,0,0.0
POL002756,0.8390049968056253,22,4,3,Urban,Low,0,0.0
POL002757,0.648343586222482,60,13,2,Suburban,Low,1,2564.9997867715238
POL002758,0.5738769330124948,84,16,0,Urban,High,0,0.0
POL002759,0.9245422447800538,41,10,5,Urban,Low,0,0.0
POL002760,0.9259059168443622,48,14,4,Suburban,High,0,0.0
POL002761,0.6391368480680015,76,0,2,Rural,Low,0,0.0
POL002762,0.97907108615252,84,2,0,Urban,Medium,0,0.0
POL002763,0.6736844541669338,80,5,1,Suburban,Medium,0,0.0
POL002764,0.8506330476075963,18,19,5,Urban,Medium,0,0.0
POL002765,0.9640688025224913,50,10,1,Suburban,Low,0,0.0
POL002766,0.7932774870592575,80,1,5,Urban,Medium,0,0.0
POL002767,0.8909481824282269,59,7,0,Rural,Medium,0,0.0
POL002768,0.6967140712224857,48,5,4,Suburban,Medium,0,0.0
POL002769,0.7607066833143806,69,15,4,Urban,Low,0,0.0
POL002770,0.758828113823932,67,2,1,Urban,Medium,0,0.0
POL002771,0.6506843306919523,30,7,0,Urban,Low,0,0.0
POL002772,0.7646451673768436,82,17,0,Suburban,High,0,0.0
POL002773,0.4902763402272507,55,7,3,Urban,Low,0,0.0
POL002774,0.7017692505715791,56,8,1,Urban,Low,0,0.0
POL002775,0.7430249013260659,59,5,1,Rural,Low,0,0.0
POL002776,0.748764049500924,56,10,3,Urban,High,0,0.0
POL002777,0.7517005108258443,59,13,4,Suburban,High,0,0.0
POL002778,0.7876471600279743,59,7,2,Suburban,Low,0,0.0
POL002779,0.8958883036172128,46,0,5,Urban,Medium,0,0.0
POL002780,0.9749034148265046,42,9,5,Urban,High,0,0.0
POL002781,0.6700469546303466,33,10,2,Urban,High,0,0.0
POL002782,0.5593598289221712,74,17,5,Urban,Medium,0,0.0
POL002783,0.5915911175513795,51,17,5,Suburban,Medium,0,0.0
POL002784,0.7025594157610147,26,7,2,Urban,High,1,2041.5113621784926
POL002785,0.7296157364366982,52,19,3,Rural,,0,0.0
POL002786,0.6460007867605085,44,18,1,Suburban,High,0,0.0
POL002787,0.5407766671500212,56,11,2,Urban,Low,0,0.0
POL002788,0.7087758345051625,62,14,1,Urban,Medium,1,1065.1708019468676
POL002789,0.8362853240227943,77,8,5,Rural,High,0,0.0
POL002790,0.919005893167113,60,4,4,Rural,Medium,0,0.0
POL002791,0.6885153893783358,78,13,5,Rural,High,0,0.0
POL002792,0.7174004355713133,33,17,2,Suburban,High,0,0.0
POL002793,0.6146603382305379,19,10,3,Urban,Medium,0,0.0
POL002794,0.7937121659250448,36,12,2,Suburban,Low,0,0.0
POL002795,0.6303142731618371,81,1,5,Suburban,Low,0,0.0
POL002796,0.91462556264824,37,16,3,Urban,Medium,0,0.0
POL002797,0.4428267016131778,75,13,3,Suburban,Medium,0,0.0
POL002798,0.7280740655095076,77,11,2,Urban,Medium,0,0.0
POL002799,0.8602214678383484,76,5,5,Urban,Low,0,0.0
POL002800,0.8367669032645009,68,6,0,Urban,High,0,0.0
POL002801,1.0,52,15,1,Suburban,Low,0,0.0
POL002802,0.8699600049135816,27,4,2,Urban,Medium,0,0.0
POL002803,0.599189080631598,53,7,3,Suburban,Medium,0,0.0
POL002804,0.7809071505821854,70,2,2,Urban,Low,0,0.0
POL002805,0.44475073330670967,71,3,3,Rural,Medium,0,0.0
POL002806,0.7838800501406479,33,15,3,Rural,High,1,10134.927844983027
POL002807,0.6333887885998483,67,18,2,Rural,Low,0,0.0
POL002808,0.9830780551120324,43,3,4,Urban,Low,0,0.0
POL002809,0.6900919450808931,48,19,3,Suburban,Low,0,0.0
POL002810,0.7766468168409507,78,16,0,Urban,Medium,1,1543.8110691807358
POL002811,0.6728884317191194,59,15,5,Suburban,Medium,0,0.0
POL002812,1.0,18,9,1,Urban,High,1,9810.066942479405
POL002813,0.7357514467764177,59,11,1,Urban,Medium,0,0.0
POL002814,1.0,66,1,2,Urban,Low,0,0.0
POL002815,0.9628303524236533,36,16,3,Suburban,High,0,0.0
POL002816,0.8964133454670773,74,2,0,Urban,Medium,0,0.0
POL002817,0.873746629463504,25,12,2,Rural,Medium,0,0.0
POL002818,0.8787594596432504,79,11,4,Urban,High,0,0.0
POL002819,0.414465484130878,26,12,3,Rural,,0,0.0
POL002820,0.7442233211698488,24,1,3,Urban,Medium,0,0.0
POL002821,0.9690315942368644,57,3,2,Urban,High,0,0.0
POL002822,0.790220563305179,78,18,4,Suburban,Medium,0,0.0
POL002823,0.518962030639285,40,2,0,Urban,Medium,0,0.0
POL002824,0.7895191098845061,58,14,2,Rural,Medium,0,0.0
POL002825,1.0,40,18,4,Suburban,High,0,0.0
POL002826,1.0,28,4,3,Suburban,Low,0,0.0
POL002827,0.7875991981267937,18,9,3,Rural,Low,0,0.0
POL002828,0.9902898554116174,66,1,3,Urban,Medium,0,0.0
POL002829,0.7266985959263896,61,8,4,Rural,Low,0,0.0
POL002830,0.45922568263465624,31,15,3,Suburban,Medium,0,0.0
POL002831,0.6151068023740891,24,3,5,Suburban,,0,0.0
POL002832,1.0,77,9,4,Rural,High,0,0.0
POL002833,0.7452013836341392,41,7,3,Urban,Medium,0,0.0
POL002834,0.7513232041249964,21,18,1,Suburban,Low,0,0.0
POL002835,0.7400323607450239,44,18,3,Urban,Medium,0,0.0
